YEAR,NAME,VARIABLE,VALUE
2020,Knox,RBIRTHS,11.40072926452558
2021,Knox,RBIRTHS,12.535375661544858
2022,Knox,RBIRTHS,11.424773719855688
2023,Knox,RBIRTHS,11.086544535691724
2010,Licking,RBIRTHS,11.943253051798086
2011,Licking,RBIRTHS,11.52760163671604
2012,Licking,RBIRTHS,11.659476457285384
2013,Licking,RBIRTHS,11.284510955057849
2014,Licking,RBIRTHS,12.313322708222657
2015,Licking,RBIRTHS,11.048525593308756
2016,Licking,RBIRTHS,12.215613426127808
2017,Licking,RBIRTHS,10.943628792111372
2018,Licking,RBIRTHS,11.436476039757268
2019,Licking,RBIRTHS,11.33086813447773
2020,Licking,RBIRTHS,10.336495435833184
2021,Licking,RBIRTHS,10.893173574194122
2022,Licking,RBIRTHS,10.40354303633813
2023,Licking,RBIRTHS,10.054530270031275
2010,Logan,RBIRTHS,12.220449030452746
2011,Logan,RBIRTHS,11.748460206474803
2012,Logan,RBIRTHS,11.825589077295753
2013,Logan,RBIRTHS,12.55700218095301
2014,Logan,RBIRTHS,11.69925010445759
2015,Logan,RBIRTHS,12.839779005524862
2016,Logan,RBIRTHS,11.101755007977308
2017,Logan,RBIRTHS,11.792557192796142
2018,Logan,RBIRTHS,12.485661342980675
2019,Logan,RBIRTHS,11.71396041338238
2020,Logan,RBIRTHS,10.53864168618267
2021,Logan,RBIRTHS,11.720611811603622
2022,Logan,RBIRTHS,10.789805045373628
2023,Logan,RBIRTHS,10.964674208046551
2010,Madison,RBIRTHS,9.623797025371829
2011,Madison,RBIRTHS,9.834392540706036
2012,Madison,RBIRTHS,9.88579004908004
2013,Madison,RBIRTHS,9.755872017754765
2014,Madison,RBIRTHS,9.777171441564349
2015,Madison,RBIRTHS,9.220870432044224
2016,Madison,RBIRTHS,9.544228508195587
2017,Madison,RBIRTHS,10.104221066733272
2018,Madison,RBIRTHS,9.709612741895514
2019,Madison,RBIRTHS,10.283695870872547
2020,Madison,RBIRTHS,9.87479760085749
2021,Madison,RBIRTHS,9.5660394345908
2022,Madison,RBIRTHS,10.853353525618962
2023,Madison,RBIRTHS,9.685664319985651
2010,Marion,RBIRTHS,12.203196003490929
2011,Marion,RBIRTHS,11.651826604003062
2012,Marion,RBIRTHS,11.919670473920062
2013,Marion,RBIRTHS,11.718513128373052
2014,Marion,RBIRTHS,10.77654998404037
2015,Marion,RBIRTHS,11.233207501031622
2016,Marion,RBIRTHS,11.654726808926634
2017,Marion,RBIRTHS,11.478886225336533
2018,Marion,RBIRTHS,11.26446268360157
2019,Marion,RBIRTHS,11.36834989937474
2020,Marion,RBIRTHS,10.445341652902671
2021,Marion,RBIRTHS,10.840606338998622
2022,Marion,RBIRTHS,11.36064634957978
2023,Marion,RBIRTHS,10.793973878583214
2010,Morrow,RBIRTHS,11.181373958033918
2011,Morrow,RBIRTHS,11.749497270899166
2012,Morrow,RBIRTHS,11.42561864844692
2013,Morrow,RBIRTHS,10.560753027607188
2014,Morrow,RBIRTHS,10.848098004980391
2015,Morrow,RBIRTHS,11.332741893941565
2016,Morrow,RBIRTHS,10.222782200332167
2017,Morrow,RBIRTHS,10.2832917991464
2018,Morrow,RBIRTHS,11.27787429157292
2019,Morrow,RBIRTHS,10.416666666666666
2020,Morrow,RBIRTHS,10.005717552887363
2021,Morrow,RBIRTHS,11.049566822894477
2022,Morrow,RBIRTHS,10.32940910119991
2023,Morrow,RBIRTHS,11.63084702907712
2010,Perry,RBIRTHS,12.32067042206621
2011,Perry,RBIRTHS,12.088761315963788
2012,Perry,RBIRTHS,10.86594041796354
2013,Perry,RBIRTHS,12.72222222222222
2014,Perry,RBIRTHS,11.996882480654678
2015,Perry,RBIRTHS,12.34464926182334
2016,Perry,RBIRTHS,11.389521640091116
2017,Perry,RBIRTHS,11.675747803847436
2018,Perry,RBIRTHS,11.32106884208774
2019,Perry,RBIRTHS,11.512702717662036
2020,Perry,RBIRTHS,11.736162049314451
2021,Perry,RBIRTHS,10.5741033160388
2022,Perry,RBIRTHS,10.741168842152746
2023,Perry,RBIRTHS,11.61711344265984
2010,Pickaway,RBIRTHS,11.338356655902404
2011,Pickaway,RBIRTHS,9.884178165439335
2012,Pickaway,RBIRTHS,11.149243380692427
2013,Pickaway,RBIRTHS,10.522580072753083
2014,Pickaway,RBIRTHS,10.863431151241535
2015,Pickaway,RBIRTHS,11.037217708680624
2016,Pickaway,RBIRTHS,10.496133460769832
2017,Pickaway,RBIRTHS,10.045029442327676
2018,Pickaway,RBIRTHS,10.968197393116036
2019,Pickaway,RBIRTHS,10.041569016542072
2020,Pickaway,RBIRTHS,10.791734860883798
2021,Pickaway,RBIRTHS,10.584531608950906
2022,Pickaway,RBIRTHS,10.515439865349045
2023,Pickaway,RBIRTHS,10.296958386537014
2010,Ross,RBIRTHS,10.230735742272527
2011,Ross,RBIRTHS,11.09807813768835
2012,Ross,RBIRTHS,10.718764950026507
2013,Ross,RBIRTHS,10.700930346906825
2014,Ross,RBIRTHS,11.64796679421493
2015,Ross,RBIRTHS,10.993004451712546
2016,Ross,RBIRTHS,10.8525921299188
2017,Ross,RBIRTHS,11.15207969467624
2018,Ross,RBIRTHS,11.042609645700017
2019,Ross,RBIRTHS,10.252263063157072
2020,Ross,RBIRTHS,9.669171566146218
2021,Ross,RBIRTHS,10.88888888888889
2022,Ross,RBIRTHS,9.253934229100226
2023,Ross,RBIRTHS,9.26785270780774
2010,Union,RBIRTHS,11.398292162244587
2011,Union,RBIRTHS,11.451172426782184
2012,Union,RBIRTHS,11.061444048791577
2013,Union,RBIRTHS,11.28452728497642
2014,Union,RBIRTHS,11.846093764528666
2015,Union,RBIRTHS,12.116643377215564
2016,Union,RBIRTHS,12.000503769273672
2017,Union,RBIRTHS,11.690552484242405
2018,Union,RBIRTHS,12.218337890692604
2019,Union,RBIRTHS,12.019393775005083
2020,Union,RBIRTHS,11.01688198462392
2021,Union,RBIRTHS,10.843854637053422
2022,Union,RBIRTHS,10.811053292661043
2023,Union,RBIRTHS,11.933311314387469
2010,15-County Region,RDEATHS,7.726467679027826
2011,15-County Region,RDEATHS,7.735606953026594
2012,15-County Region,RDEATHS,7.937039231869284
2013,15-County Region,RDEATHS,7.797997109550693
2014,15-County Region,RDEATHS,7.884564431990259
2015,15-County Region,RDEATHS,8.321799983513456
2016,15-County Region,RDEATHS,8.217364312596438
2017,15-County Region,RDEATHS,8.473937103293984
2018,15-County Region,RDEATHS,8.528830292269529
2019,15-County Region,RDEATHS,8.535964064886825
2020,15-County Region,RDEATHS,9.72741602146125
2021,15-County Region,RDEATHS,10.102325612066082
2022,15-County Region,RDEATHS,9.469649645901953
2023,15-County Region,RDEATHS,8.868545912155254
2010,Delaware,RDEATHS,5.202771003832118
2011,Delaware,RDEATHS,5.035427227154339
2012,Delaware,RDEATHS,5.460257167622718
2013,Delaware,RDEATHS,5.33498759305211
2014,Delaware,RDEATHS,5.442356418918919
2015,Delaware,RDEATHS,5.52766157680554
2016,Delaware,RDEATHS,5.797792476565353
2017,Delaware,RDEATHS,5.799770996166675
2018,Delaware,RDEATHS,6.026593073318673
2019,Delaware,RDEATHS,6.114438967955368
2020,Delaware,RDEATHS,6.855172285584154
2021,Delaware,RDEATHS,6.891658607568623
2022,Delaware,RDEATHS,6.745362563237774
2023,Delaware,RDEATHS,6.846949524253571
2010,Fairfield,RDEATHS,7.676704207844717
2011,Fairfield,RDEATHS,7.705165314525663
2012,Fairfield,RDEATHS,8.024385442054026
2013,Fairfield,RDEATHS,7.849673378316622
2014,Fairfield,RDEATHS,7.920989624900239
2015,Fairfield,RDEATHS,8.700596347865181
2016,Fairfield,RDEATHS,8.606640530404677
2017,Fairfield,RDEATHS,9.0311986863711
2018,Fairfield,RDEATHS,9.50750727648062
2019,Fairfield,RDEATHS,9.322603982890575
2020,Fairfield,RDEATHS,10.561436957503386
2021,Fairfield,RDEATHS,11.277286007605037
2022,Fairfield,RDEATHS,10.413854046491078
2023,Fairfield,RDEATHS,9.397677793904208
2010,Fayette,RDEATHS,11.511684014613635
2011,Fayette,RDEATHS,12.36706273599612
2012,Fayette,RDEATHS,11.923384433552334
2013,Fayette,RDEATHS,12.30565432615213
2014,Fayette,RDEATHS,12.25130890052356
2015,Fayette,RDEATHS,13.001992240746564
2016,Fayette,RDEATHS,12.69619811649808
2017,Fayette,RDEATHS,14.281224903104158
2018,Fayette,RDEATHS,12.284926534743308
2019,Fayette,RDEATHS,13.46187554776512
2020,Fayette,RDEATHS,13.66695427092321
2021,Fayette,RDEATHS,15.241584295292734
2022,Fayette,RDEATHS,14.671198668146504
2023,Fayette,RDEATHS,14.088905854183295
2010,Franklin,RDEATHS,7.23202326869616
2011,Franklin,RDEATHS,7.262025745257453
2012,Franklin,RDEATHS,7.2824622929081055
2013,Franklin,RDEATHS,7.286209120190865
2014,Franklin,RDEATHS,7.278162605118696
2015,Franklin,RDEATHS,7.663517805987978
2016,Franklin,RDEATHS,7.453411275452155
2017,Franklin,RDEATHS,7.745984206991841
2018,Franklin,RDEATHS,7.777789673150834
2019,Franklin,RDEATHS,7.71745106914265
2020,Franklin,RDEATHS,8.969066949754652
2021,Franklin,RDEATHS,9.010540890548118
2022,Franklin,RDEATHS,8.507789034068985
2023,Franklin,RDEATHS,8.045620758591408
2010,Hocking,RDEATHS,9.634303548408983
2011,Hocking,RDEATHS,10.792099368764
2012,Hocking,RDEATHS,10.647010647010648
2013,Hocking,RDEATHS,10.993613234216314
2014,Hocking,RDEATHS,10.646070347562883
2015,Hocking,RDEATHS,9.298245614035087
2016,Hocking,RDEATHS,10.671644419399149
2017,Hocking,RDEATHS,11.816007877338585
2018,Hocking,RDEATHS,12.695278061854216
2019,Hocking,RDEATHS,12.17095952448344
2020,Hocking,RDEATHS,13.944365192582026
2021,Hocking,RDEATHS,15.55104800540906
2022,Hocking,RDEATHS,14.379178948882018
2023,Hocking,RDEATHS,12.164124909222949
2010,Knox,RDEATHS,9.78883614339499
2011,Knox,RDEATHS,10.573894881125272
2012,Knox,RDEATHS,10.269238364821277
2013,Knox,RDEATHS,9.300338492885077
2014,Knox,RDEATHS,9.229508196721312
2015,Knox,RDEATHS,10.294913198144291
2016,Knox,RDEATHS,10.868672938317818
2017,Knox,RDEATHS,10.54332392159423
2018,Knox,RDEATHS,10.48465266558966
2019,Knox,RDEATHS,9.065819453804435
2020,Knox,RDEATHS,12.24463799500024
2021,Knox,RDEATHS,13.031034648162064
2022,Knox,RDEATHS,11.7096018735363
2023,Knox,RDEATHS,11.197094125078964
2010,Licking,RDEATHS,8.745988422662787
2011,Licking,RDEATHS,8.542509152688378
2012,Licking,RDEATHS,9.278651940163137
2013,Licking,RDEATHS,8.714183104694854
2014,Licking,RDEATHS,9.149400861814533
2015,Licking,RDEATHS,9.970048824518935
2016,Licking,RDEATHS,9.151535236899177
2017,Licking,RDEATHS,9.8204668897631
2018,Licking,RDEATHS,9.984857627543178
2019,Licking,RDEATHS,10.183080593909375
2020,Licking,RDEATHS,10.92379631286916
2021,Licking,RDEATHS,12.098588498008567
2022,Licking,RDEATHS,10.931697521525049
2023,Licking,RDEATHS,10.158241494314987
2010,Logan,RDEATHS,10.252934875281465
2011,Logan,RDEATHS,9.271639304736649
2012,Logan,RDEATHS,10.041841004184102
2013,Logan,RDEATHS,10.574317626065692
2014,Logan,RDEATHS,10.97354474083522
2015,Logan,RDEATHS,11.292817679558013
2016,Logan,RDEATHS,11.146073391242687
2017,Logan,RDEATHS,11.150935882118675
2018,Logan,RDEATHS,11.22827141974764
2019,Logan,RDEATHS,11.01331231389035
2020,Logan,RDEATHS,12.403504206782896
2021,Logan,RDEATHS,13.518783309502144
2022,Logan,RDEATHS,11.940428118622728
2023,Logan,RDEATHS,11.811451028073908
2010,Madison,RDEATHS,8.794953262421146
2011,Madison,RDEATHS,8.46592754093798
2012,Madison,RDEATHS,9.443837082179993
2013,Madison,RDEATHS,9.177917514333272
2014,Madison,RDEATHS,8.549340609367896
2015,Madison,RDEATHS,9.583361652959969
2016,Madison,RDEATHS,10.328054037854162
2017,Madison,RDEATHS,10.104221066733272
2018,Madison,RDEATHS,9.123882042848454
2019,Madison,RDEATHS,9.814222798506629
2020,Madison,RDEATHS,10.787019088234624
2021,Madison,RDEATHS,12.537138741334294
2022,Madison,RDEATHS,10.46327528051215
2023,Madison,RDEATHS,10.246177301466302
2010,Marion,RDEATHS,9.855848806765175
2011,Marion,RDEATHS,9.65479962161594
2012,Marion,RDEATHS,10.742791617001371
2013,Marion,RDEATHS,10.687647807895216
2014,Marion,RDEATHS,11.141341520876717
2015,Marion,RDEATHS,11.584722837798598
2016,Marion,RDEATHS,12.021323720347656
2017,Marion,RDEATHS,11.724752596963553
2018,Marion,RDEATHS,12.074525807388383
2019,Marion,RDEATHS,12.505184889312217
2020,Marion,RDEATHS,12.876980485716032
2021,Marion,RDEATHS,14.301025876588575
2022,Marion,RDEATHS,13.450138525592411
2023,Marion,RDEATHS,12.952768654299856
2010,Morrow,RDEATHS,8.738143144581777
2011,Morrow,RDEATHS,8.962941683424303
2012,Morrow,RDEATHS,8.55486019406327
2013,Morrow,RDEATHS,8.4658210411525
2014,Morrow,RDEATHS,9.159343961988723
2015,Morrow,RDEATHS,10.016312279998855
2016,Morrow,RDEATHS,9.191913407021362
2017,Morrow,RDEATHS,10.05413766434648
2018,Morrow,RDEATHS,8.885597926693817
2019,Morrow,RDEATHS,9.680706521739127
2020,Morrow,RDEATHS,10.863350485991996
2021,Morrow,RDEATHS,11.816503337594092
2022,Morrow,RDEATHS,11.093502377179082
2023,Morrow,RDEATHS,10.591375193145105
2010,Perry,RDEATHS,8.713266920109888
2011,Perry,RDEATHS,9.494369618017222
2012,Perry,RDEATHS,9.476433970653623
2013,Perry,RDEATHS,9.0
2014,Perry,RDEATHS,10.187607860602348
2015,Perry,RDEATHS,9.119470625851475
2016,Perry,RDEATHS,10.056114228568257
2017,Perry,RDEATHS,10.174580229067052
2018,Perry,RDEATHS,9.989178390077416
2019,Perry,RDEATHS,10.903857862401065
2020,Perry,RDEATHS,12.582519889409244
2021,Perry,RDEATHS,13.845025941800136
2022,Perry,RDEATHS,12.291731273434635
2023,Perry,RDEATHS,12.460971561981378
2010,Pickaway,RDEATHS,8.970218873340508
2011,Pickaway,RDEATHS,8.758132551655109
2012,Pickaway,RDEATHS,9.442182193217988
2013,Pickaway,RDEATHS,8.925561174696123
2014,Pickaway,RDEATHS,8.888261851015802
2015,Pickaway,RDEATHS,9.8615522293776
2016,Pickaway,RDEATHS,10.478755756364585
2017,Pickaway,RDEATHS,11.534464842396952
2018,Pickaway,RDEATHS,10.589389947827884
2019,Pickaway,RDEATHS,10.99953812203842
2020,Pickaway,RDEATHS,12.257910529187123
2021,Pickaway,RDEATHS,13.051986726793158
2022,Pickaway,RDEATHS,11.881947106170948
2023,Pickaway,RDEATHS,10.296958386537014
2010,Ross,RDEATHS,10.371584419575406
2011,Ross,RDEATHS,10.376251917350896
2012,Ross,RDEATHS,11.003219508410805
2013,Ross,RDEATHS,9.859865688443772
2014,Ross,RDEATHS,10.532459952007263
2015,Ross,RDEATHS,11.291515788653973
2016,Ross,RDEATHS,11.568290651676037
2017,Ross,RDEATHS,10.492269875153632
2018,Ross,RDEATHS,11.770979657666096
2019,Ross,RDEATHS,12.11749667388412
2020,Ross,RDEATHS,14.21173538916793
2021,Ross,RDEATHS,14.980392156862743
2022,Ross,RDEATHS,14.874261515135672
2023,Ross,RDEATHS,12.339707977673491
2010,Union,RDEATHS,6.080359865812748
2011,Union,RDEATHS,6.13993784725492
2012,Union,RDEATHS,6.3262368361239485
2013,Union,RDEATHS,6.680889288120368
2014,Union,RDEATHS,6.676212969334052
2015,Union,RDEATHS,7.207472236522762
2016,Union,RDEATHS,6.602975837066623
2017,Union,RDEATHS,7.042501496531568
2018,Union,RDEATHS,7.234086739815168
2019,Union,RDEATHS,7.170950023733641
2020,Union,RDEATHS,7.735594832369026
2021,Union,RDEATHS,7.572266764967899
2022,Union,RDEATHS,8.13445780250015
2023,Union,RDEATHS,6.620043942157187
2010,15-County Region,RNETMIG,2.1145351886733352
2011,15-County Region,RNETMIG,3.2366537324405527
2012,15-County Region,RNETMIG,3.0605180146888693
2013,15-County Region,RNETMIG,6.169399865467567
2014,15-County Region,RNETMIG,6.300106507858245
2015,15-County Region,RNETMIG,5.877886772151625
2016,15-County Region,RNETMIG,5.284615325169779
2017,15-County Region,RNETMIG,8.36377041261663
2018,15-County Region,RNETMIG,4.850171466468547
2019,15-County Region,RNETMIG,3.20343388116635
2020,15-County Region,RNETMIG,1.4713738519857351
2021,15-County Region,RNETMIG,-0.2345064977670365
2022,15-County Region,RNETMIG,4.634467345520144
2023,15-County Region,RNETMIG,4.634084568079658
2010,Delaware,RNETMIG,13.637999074809107
2011,Delaware,RNETMIG,12.652981208166466
2012,Delaware,RNETMIG,7.723862262390477
2013,Delaware,RNETMIG,16.344805264861368
2014,Delaware,RNETMIG,14.658994932432432
2015,Delaware,RNETMIG,14.576686608994214
2016,Delaware,RNETMIG,13.67528304183744
2017,Delaware,RNETMIG,13.551052919798874
2018,Delaware,RNETMIG,15.973397174912598
2019,Delaware,RNETMIG,15.41756502865994
2020,Delaware,RNETMIG,16.396642592231114
2021,Delaware,RNETMIG,25.63245089975687
2022,Delaware,RNETMIG,20.30230525414301
2023,Delaware,RNETMIG,19.003954480305307
2010,Fairfield,RNETMIG,2.7319232056386893
2011,Fairfield,RNETMIG,1.807384456493674
2012,Fairfield,RNETMIG,-2.7223168885479394
2013,Fairfield,RNETMIG,6.445065727573322
2014,Fairfield,RNETMIG,7.521947326416599
2015,Fairfield,RNETMIG,3.259417932748886
2016,Fairfield,RNETMIG,7.20601613990536
2017,Fairfield,RNETMIG,10.091410987419676
2018,Fairfield,RNETMIG,5.8917054531933175
2019,Fairfield,RNETMIG,8.110475078375874
2020,Fairfield,RNETMIG,13.045005268175204
2021,Fairfield,RNETMIG,11.122207817181422
2022,Fairfield,RNETMIG,11.7945948599622
2023,Fairfield,RNETMIG,13.90904692791485
2010,Fayette,RNETMIG,0.2757289584338595
2011,Fayette,RNETMIG,-5.438736273253196
2012,Fayette,RNETMIG,-4.623353147703966
2013,Fayette,RNETMIG,-2.265913686118664
2014,Fayette,RNETMIG,-0.5235602094240838
2015,Fayette,RNETMIG,-0.803886617035406
2016,Fayette,RNETMIG,2.197418904778514
2017,Fayette,RNETMIG,1.9553755368553367
2018,Fayette,RNETMIG,0.9772100652636724
2019,Fayette,RNETMIG,-5.153374233128835
2020,Fayette,RNETMIG,4.003451251078515
2021,Fayette,RNETMIG,1.1750881316098707
2022,Fayette,RNETMIG,1.005826859045505
2023,Fayette,RNETMIG,2.2209112676545093
2010,Franklin,RNETMIG,1.028981257106402
2011,Franklin,RNETMIG,4.507113821138211
2012,Franklin,RNETMIG,7.28996826641202
2013,Franklin,RNETMIG,8.325689691667256
2014,Franklin,RNETMIG,7.668193952979823
2015,Franklin,RNETMIG,7.750205585237946
2016,Franklin,RNETMIG,5.873121738789282
2017,Franklin,RNETMIG,9.162414801892693
2018,Franklin,RNETMIG,2.798046643796962
2019,Franklin,RNETMIG,0.4769296665441433
2020,Franklin,RNETMIG,-3.545646804953939
2021,Franklin,RNETMIG,-9.419696875384297
2022,Franklin,RNETMIG,-0.1392114879740945
2023,Franklin,RNETMIG,-1.9056409838748236
2010,Hocking,RNETMIG,9.227220299884658
2011,Hocking,RNETMIG,-0.475123871580805
2012,Hocking,RNETMIG,-5.937755937755938
2013,Hocking,RNETMIG,-23.662443723170348
2014,Hocking,RNETMIG,2.957241763211913
2015,Hocking,RNETMIG,-9.333333333333334
2016,Hocking,RNETMIG,-4.93079280104251
2017,Hocking,RNETMIG,2.848501899001266
2018,Hocking,RNETMIG,-2.0100856931269178
2019,Hocking,RNETMIG,-1.7336541183130485
2020,Hocking,RNETMIG,-2.425106990014265
2021,Hocking,RNETMIG,7.544215508344899
2022,Hocking,RNETMIG,-4.169961895175785
2023,Hocking,RNETMIG,-5.555555555555555
2010,Knox,RNETMIG,6.08937633000491
2011,Knox,RNETMIG,2.1702592888729337
2012,Knox,RNETMIG,-10.43380949246264
2013,Knox,RNETMIG,-0.2957704821058858
2014,Knox,RNETMIG,0.4918032786885246
2015,Knox,RNETMIG,-2.295044343535352
2016,Knox,RNETMIG,-3.497020144806186
2017,Knox,RNETMIG,4.994206068123583
2018,Knox,RNETMIG,7.835218093699516
2019,Knox,RNETMIG,5.0383492185745
2020,Knox,RNETMIG,3.1208700221327006
2021,Knox,RNETMIG,-3.197799913659402
2022,Knox,RNETMIG,10.823469839863282
2023,Knox,RNETMIG,1.3581806696146557
2010,Licking,RNETMIG,2.447437089469422
2011,Licking,RNETMIG,-0.1974109257974205
2012,Licking,RNETMIG,0.0358018724379285
2013,Licking,RNETMIG,2.6949857830595803
2014,Licking,RNETMIG,3.122601971548314
2015,Licking,RNETMIG,5.239990387489669
2016,Licking,RNETMIG,5.878146203624566
2017,Licking,RNETMIG,7.337991095342047
2018,Licking,RNETMIG,9.882390445504535
2019,Licking,RNETMIG,5.331840644118013
2020,Licking,RNETMIG,4.631286916055128
2021,Licking,RNETMIG,7.449130934724283
2022,Licking,RNETMIG,11.014221659835504
2023,Licking,RNETMIG,7.822009705187199
2010,Logan,RNETMIG,-6.99560588505345
2011,Logan,RNETMIG,-5.611204874734235
2012,Logan,RNETMIG,-6.540409601409381
2013,Logan,RNETMIG,-2.202982838763686
2014,Logan,RNETMIG,0.2638928594990434
2015,Logan,RNETMIG,-5.259668508287293
2016,Logan,RNETMIG,-3.722744194291792
2017,Logan,RNETMIG,1.946988804814372
2018,Logan,RNETMIG,1.1691520338833494
2019,Logan,RNETMIG,6.393413907864775
2020,Logan,RNETMIG,-5.5512186659727645
2021,Logan,RNETMIG,1.9064950821092768
2022,Logan,RNETMIG,0.5644566019712561
2023,Logan,RNETMIG,0.2171222615454762
2010,Madison,RNETMIG,2.762812543168946
2011,Madison,RNETMIG,-8.697870761237649
2012,Madison,RNETMIG,-4.1869228443162525
2013,Madison,RNETMIG,6.866099500647309
2014,Madison,RNETMIG,14.938608458390178
2015,Madison,RNETMIG,3.217109585627223
2016,Madison,RNETMIG,-17.267215344537426
2017,Madison,RNETMIG,15.258509116505076
2018,Madison,RNETMIG,7.434274257135776
2019,Madison,RNETMIG,6.594978873711743
2020,Madison,RNETMIG,-0.2736664462131405
2021,Madison,RNETMIG,15.148104798775549
2022,Madison,RNETMIG,-18.884376218994515
2023,Madison,RNETMIG,23.272498991076635
2010,Marion,RNETMIG,-2.7686659243431944
2011,Marion,RNETMIG,-0.6456553401702728
2012,Marion,RNETMIG,-6.065452570273247
2013,Marion,RNETMIG,-5.760717967376145
2014,Marion,RNETMIG,-3.571917131522549
2015,Marion,RNETMIG,-5.028197643318916
2016,Marion,RNETMIG,0.6568194662959965
2017,Marion,RNETMIG,-5.147827155940747
2018,Marion,RNETMIG,5.334189249086768
2019,Marion,RNETMIG,-5.161845359716098
2020,Marion,RNETMIG,2.752798678656634
2021,Marion,RNETMIG,1.056499770326137
2022,Marion,RNETMIG,-7.460260954356205
2023,Marion,RNETMIG,5.53576660344482
2010,Morrow,RNETMIG,-3.7941937338315608
2011,Morrow,RNETMIG,-1.0916403332375753
2012,Morrow,RNETMIG,-2.468852270769937
2013,Morrow,RNETMIG,-1.836652700453424
2014,Morrow,RNETMIG,0.5152130978618656
