YEAR,NAME,VARIABLE,VALUE
2015,Morrow,RNETMIG,-0.8871590876570415
2016,Morrow,RNETMIG,-1.7467498997766453
2017,Morrow,RNETMIG,-1.117126407149609
2018,Morrow,RNETMIG,3.9301683137299577
2019,Morrow,RNETMIG,4.274230072463768
2020,Morrow,RNETMIG,1.37221269296741
2021,Morrow,RNETMIG,6.845618520096577
2022,Morrow,RNETMIG,5.292053429929817
2023,Morrow,RNETMIG,7.866273352999017
2010,Perry,RNETMIG,-0.3329910924882759
2011,Perry,RNETMIG,1.655994700816957
2012,Perry,RNETMIG,-8.253668297020898
2013,Perry,RNETMIG,-2.805555555555556
2014,Perry,RNETMIG,-3.702054222568613
2015,Perry,RNETMIG,-0.5838685461673201
2016,Perry,RNETMIG,-1.750097227623757
2017,Perry,RNETMIG,-2.390748359835428
2018,Perry,RNETMIG,0.0832431532506451
2019,Perry,RNETMIG,1.273039242818398
2020,Perry,RNETMIG,2.482649664278057
2021,Perry,RNETMIG,2.0866230543649897
2022,Perry,RNETMIG,3.5803896140509157
2023,Perry,RNETMIG,3.741104328992152
2010,Pickaway,RNETMIG,-1.363473268747757
2011,Pickaway,RNETMIG,2.109101308357761
2012,Pickaway,RNETMIG,3.769760122339385
2013,Pickaway,RNETMIG,1.0291899565255966
2014,Pickaway,RNETMIG,4.091422121896162
2015,Pickaway,RNETMIG,2.719823123760726
2016,Pickaway,RNETMIG,9.366582674428708
2017,Pickaway,RNETMIG,4.399030135088327
2018,Pickaway,RNETMIG,5.974826523408579
2019,Pickaway,RNETMIG,6.261012368065416
2020,Pickaway,RNETMIG,8.251500272776868
2021,Pickaway,RNETMIG,3.4033863694375905
2022,Pickaway,RNETMIG,22.3307280817238
2023,Pickaway,RNETMIG,18.90776937432472
2010,Ross,RNETMIG,1.0243540167481882
2011,Ross,RNETMIG,-5.916397055980201
2012,Ross,RNETMIG,-4.3185373863797984
2013,Ross,RNETMIG,-0.4399415136575961
2014,Ross,RNETMIG,-4.319346261106428
2015,Ross,RNETMIG,0.1557450453607444
2016,Ross,RNETMIG,-1.834790755777639
2017,Ross,RNETMIG,5.00679215990685
2018,Ross,RNETMIG,-5.345715623536757
2019,Ross,RNETMIG,-2.752197845198654
2020,Ross,RNETMIG,0.3114900907214889
2021,Ross,RNETMIG,-3.0588235294117645
2022,Ross,RNETMIG,5.777173628901553
2023,Ross,RNETMIG,3.686226323838904
2010,Union,RNETMIG,1.906068923452272
2011,Union,RNETMIG,6.742631132875036
2012,Union,RNETMIG,-11.516023941207669
2013,Union,RNETMIG,7.279736507223594
2014,Union,RNETMIG,2.064232979376267
2015,Union,RNETMIG,6.17783334559094
2016,Union,RNETMIG,16.300534355265288
2017,Union,RNETMIG,16.33860347195324
2018,Union,RNETMIG,12.114499325049325
2019,Union,RNETMIG,15.172577473384417
2020,Union,RNETMIG,16.23206784497107
2021,Union,RNETMIG,28.829908149786505
2022,Union,RNETMIG,23.34170703989473
2023,Union,RNETMIG,36.43178195499519
2010,15-County Region,RNATINC,5.870304545198876
2011,15-County Region,RNATINC,5.7281655049129965
2012,15-County Region,RNATINC,5.567968255437339
2013,15-County Region,RNATINC,5.785782630220069
2014,15-County Region,RNATINC,5.602629182451295
2015,15-County Region,RNATINC,5.156817402848701
2016,15-County Region,RNATINC,5.010703181416564
2017,15-County Region,RNATINC,4.489292645102244
2018,15-County Region,RNATINC,4.181095454564535
2019,15-County Region,RNATINC,4.044074917862539
2020,15-County Region,RNATINC,2.1554553538769707
2021,15-County Region,RNATINC,1.945703296938804
2022,15-County Region,RNATINC,2.450360938739748
2023,15-County Region,RNATINC,2.786386141733308
2010,Delaware,RNATINC,7.235906544297798
2011,Delaware,RNATINC,6.659758590752514
2012,Delaware,RNATINC,6.045481899440723
2013,Delaware,RNATINC,6.500161829755098
2014,Delaware,RNATINC,6.239442567567568
2015,Delaware,RNATINC,6.008552621373281
2016,Delaware,RNATINC,4.97098567544536
2017,Delaware,RNATINC,4.754318713595858
2018,Delaware,RNATINC,4.344412967902053
2019,Delaware,RNATINC,4.149595796861032
2020,Delaware,RNATINC,2.5050426182575314
2021,Delaware,RNATINC,3.0549253893222224
2022,Delaware,RNATINC,2.860598783362616
2023,Delaware,RNATINC,2.4262204493256663
2010,Fairfield,RNATINC,3.5378405513021027
2011,Fairfield,RNATINC,3.6963050538818
2012,Fairfield,RNATINC,3.088913177778834
2013,Fairfield,RNATINC,3.756821419930644
2014,Fairfield,RNATINC,2.70683692471402
2015,Fairfield,RNATINC,2.8627342086820846
2016,Fairfield,RNATINC,2.3823704586063137
2017,Fairfield,RNATINC,2.7410366807597324
2018,Fairfield,RNATINC,1.5129950891769564
2019,Fairfield,RNATINC,1.9229060631830124
2020,Fairfield,RNATINC,-0.2634087602227685
2021,Fairfield,RNATINC,-0.5520783579080573
2022,Fairfield,RNATINC,0.2822847885318736
2023,Fairfield,RNATINC,0.9917755200774068
2010,Fayette,RNATINC,0.2067967188253946
2011,Fayette,RNATINC,0.4156995877645754
2012,Fayette,RNATINC,1.2861959884589982
2013,Fayette,RNATINC,0.0348602105556717
2014,Fayette,RNATINC,-0.8726003490401396
2015,Fayette,RNATINC,-0.2446611443151235
2016,Fayette,RNATINC,-1.011510289501221
2017,Fayette,RNATINC,-3.666329131603757
2018,Fayette,RNATINC,0.4537046731581335
2019,Fayette,RNATINC,-3.01489921121823
2020,Fayette,RNATINC,-2.0017256255392577
2021,Fayette,RNATINC,-4.216492707541301
2022,Fayette,RNATINC,-2.3931742508324083
2023,Fayette,RNATINC,-3.64368254849568
2010,Franklin,RNATINC,8.074930415142488
2011,Franklin,RNATINC,8.020833333333334
2012,Franklin,RNATINC,8.004703743395785
2013,Franklin,RNATINC,8.11401961476046
2014,Franklin,RNATINC,7.9677832491630065
2015,Franklin,RNATINC,7.498095254758682
2016,Franklin,RNATINC,7.41967123072698
2017,Franklin,RNATINC,6.7656752938997
2018,Franklin,RNATINC,6.190267171778193
2019,Franklin,RNATINC,6.2183122765341485
2020,Franklin,RNATINC,4.242544590510261
2021,Franklin,RNATINC,4.173542865731554
2022,Franklin,RNATINC,4.675690193912524
2023,Franklin,RNATINC,4.816513242583497
2010,Hocking,RNATINC,1.8318746183594543
2011,Hocking,RNATINC,-0.3393741939862892
2012,Hocking,RNATINC,0.3412503412503412
2013,Hocking,RNATINC,0.244302516315918
2014,Hocking,RNATINC,-0.1391643182687958
2015,Hocking,RNATINC,2.1052631578947367
2016,Hocking,RNATINC,-0.1408797943155003
2017,Hocking,RNATINC,-0.7033338022225348
2018,Hocking,RNATINC,-2.6095849349367
2019,Hocking,RNATINC,-1.132182281347297
2020,Hocking,RNATINC,-3.744650499286733
2021,Hocking,RNATINC,-5.871677164513718
2022,Hocking,RNATINC,-4.421597526781221
2023,Hocking,RNATINC,-2.396514161220044
2010,Knox,RNATINC,2.37354722540514
2011,Knox,RNATINC,0.5874386045069595
2012,Knox,RNATINC,2.419195576328089
2013,Knox,RNATINC,2.3825955502974137
2014,Knox,RNATINC,2.39344262295082
2015,Knox,RNATINC,1.9999672136522355
2016,Knox,RNATINC,1.756719039879164
2017,Knox,RNATINC,1.25671198446247
2018,Knox,RNATINC,2.0840064620355414
2019,Knox,RNATINC,2.406854722248965
2020,Knox,RNATINC,-0.8439087304746589
2021,Knox,RNATINC,-0.4956589866172073
2022,Knox,RNATINC,-0.2848281536806127
2023,Knox,RNATINC,-0.1105495893872394
2010,Licking,RNATINC,3.197264629135298
2011,Licking,RNATINC,2.985092484027662
2012,Licking,RNATINC,2.380824517122245
2013,Licking,RNATINC,2.570327850362992
2014,Licking,RNATINC,3.1639218464081225
2015,Licking,RNATINC,1.0784767687898202
2016,Licking,RNATINC,3.0640781892286317
2017,Licking,RNATINC,1.1231619023482724
2018,Licking,RNATINC,1.451618412214088
2019,Licking,RNATINC,1.1477875405683529
2020,Licking,RNATINC,-0.5873008770359764
2021,Licking,RNATINC,-1.205414923814444
2022,Licking,RNATINC,-0.5281544851869172
2023,Licking,RNATINC,-0.1037112242837102
2010,Logan,RNATINC,1.967514155171283
2011,Logan,RNATINC,2.4768209017381584
2012,Logan,RNATINC,1.7837480731116495
2013,Logan,RNATINC,1.982684554887317
2014,Logan,RNATINC,0.7257053636223694
2015,Logan,RNATINC,1.5469613259668509
2016,Logan,RNATINC,-0.0443183832653784
2017,Logan,RNATINC,0.6416213106774636
2018,Logan,RNATINC,1.2573899232330363
2019,Logan,RNATINC,0.7006480994920302
2020,Logan,RNATINC,-1.8648625206002256
2021,Logan,RNATINC,-1.7981714978985224
2022,Logan,RNATINC,-1.1506230732490992
2023,Logan,RNATINC,-0.8467768200273573
2010,Madison,RNATINC,0.8288437629506838
2011,Madison,RNATINC,1.368464999768057
2012,Madison,RNATINC,0.4419529669000488
2013,Madison,RNATINC,0.5779545034214907
2014,Madison,RNATINC,1.227830832196453
2015,Madison,RNATINC,-0.3624912209157434
2016,Madison,RNATINC,-0.7838255296585748
2017,Madison,RNATINC,0.0
2018,Madison,RNATINC,0.5857306990470612
2019,Madison,RNATINC,0.4694730723659207
2020,Madison,RNATINC,-0.9122214873771352
2021,Madison,RNATINC,-2.971099306743495
2022,Madison,RNATINC,0.3900782451068125
2023,Madison,RNATINC,-0.5605129814806511
2010,Marion,RNATINC,2.347347196725752
2011,Marion,RNATINC,1.9970269823871227
2012,Marion,RNATINC,1.1768788569186897
2013,Marion,RNATINC,1.0308653204778364
2014,Marion,RNATINC,-0.3647915368363454
2015,Marion,RNATINC,-0.3515153367669759
2016,Marion,RNATINC,-0.3665969114210213
2017,Marion,RNATINC,-0.2458663716270207
2018,Marion,RNATINC,-0.8100631237868158
2019,Marion,RNATINC,-1.136834989937474
2020,Marion,RNATINC,-2.43163883281336
2021,Marion,RNATINC,-3.460419537589956
2022,Marion,RNATINC,-2.08949217601263
2023,Marion,RNATINC,-2.158794775716643
2010,Morrow,RNATINC,2.443230813452141
2011,Morrow,RNATINC,2.7865555874748638
2012,Morrow,RNATINC,2.870758454383648
2013,Morrow,RNATINC,2.0949319864546867
2014,Morrow,RNATINC,1.6887540429916708
2015,Morrow,RNATINC,1.3164296139427067
2016,Morrow,RNATINC,1.030868793310807
2017,Morrow,RNATINC,0.2291541347999197
2018,Morrow,RNATINC,2.392276364879105
2019,Morrow,RNATINC,0.7359601449275361
2020,Morrow,RNATINC,-0.8576329331046313
2021,Morrow,RNATINC,-0.7669365146996165
2022,Morrow,RNATINC,-0.7640932759791714
2023,Morrow,RNATINC,1.039471835932013
2010,Perry,RNATINC,3.607403501956323
2011,Perry,RNATINC,2.5943916979465667
2012,Perry,RNATINC,1.3895064473099157
2013,Perry,RNATINC,3.7222222222222223
2014,Perry,RNATINC,1.8092746200523295
2015,Perry,RNATINC,3.2251786359718637
2016,Perry,RNATINC,1.3334074115228625
2017,Perry,RNATINC,1.5011675747803848
2018,Perry,RNATINC,1.331890452010322
2019,Perry,RNATINC,0.608844855260973
2020,Perry,RNATINC,-0.8463578400947921
2021,Perry,RNATINC,-3.270922625761336
2022,Perry,RNATINC,-1.5505624312818924
2023,Perry,RNATINC,-0.843858119321538
2010,Pickaway,RNATINC,2.3681377825618943
2011,Pickaway,RNATINC,1.1260456137842283
2012,Pickaway,RNATINC,1.7070611874744386
2013,Pickaway,RNATINC,1.5970188980569604
2014,Pickaway,RNATINC,1.9751693002257336
2015,Pickaway,RNATINC,1.1756654793030237
2016,Pickaway,RNATINC,0.017377704405248
2017,Pickaway,RNATINC,-1.489435400069276
2018,Pickaway,RNATINC,0.3788074452881519
2019,Pickaway,RNATINC,-0.9579691054963476
2020,Pickaway,RNATINC,-1.466175668303328
2021,Pickaway,RNATINC,-2.467455117842253
2022,Pickaway,RNATINC,-1.366507240821904
2023,Pickaway,RNATINC,0.0
2010,Ross,RNATINC,-0.1408486773028758
2011,Ross,RNATINC,0.7218262203374537
2012,Ross,RNATINC,-0.2844545583842981
2013,Ross,RNATINC,0.8410646584630513
2014,Ross,RNATINC,1.115506842207666
2015,Ross,RNATINC,-0.2985113369414268
2016,Ross,RNATINC,-0.715698521757235
2017,Ross,RNATINC,0.6598098195226082
2018,Ross,RNATINC,-0.7283700119660788
2019,Ross,RNATINC,-1.86523361072705
2020,Ross,RNATINC,-4.542563823021713
2021,Ross,RNATINC,-4.091503267973856
2022,Ross,RNATINC,-5.620327286035447
2023,Ross,RNATINC,-3.071855269865753
2010,Union,RNATINC,5.317932296431839
2011,Union,RNATINC,5.311234579527262
2012,Union,RNATINC,4.735207212667627
2013,Union,RNATINC,4.603637996856052
2014,Union,RNATINC,5.169880795194614
2015,Union,RNATINC,4.9091711406928
2016,Union,RNATINC,5.397527932207049
2017,Union,RNATINC,4.6480509877108345
2018,Union,RNATINC,4.984251150877436
2019,Union,RNATINC,4.848443751271445
2020,Union,RNATINC,3.2812871522548943
2021,Union,RNATINC,3.2715878720855223
2022,Union,RNATINC,2.676595490160895
2023,Union,RNATINC,5.31326737223028
2010,15-County Region,RPOPCHG,7.984839733872211
2011,15-County Region,RPOPCHG,8.964819237353549
2012,15-County Region,RPOPCHG,8.628486270126208
2013,15-County Region,RPOPCHG,11.955182495687636
2014,15-County Region,RPOPCHG,11.90273569030954
2015,15-County Region,RPOPCHG,11.034704175000329
2016,15-County Region,RPOPCHG,10.295318506586344
2017,15-County Region,RPOPCHG,12.853063057718872
2018,15-County Region,RPOPCHG,9.03126692103308
2019,15-County Region,RPOPCHG,7.247508799028889
2020,15-County Region,RPOPCHG,3.6268292058627054
2021,15-County Region,RPOPCHG,1.7111967991717676
2022,15-County Region,RPOPCHG,7.084828284259892
2023,15-County Region,RPOPCHG,7.420470709812966
2010,Delaware,RPOPCHG,20.873905619106907
2011,Delaware,RPOPCHG,19.31273979891898
2012,Delaware,RPOPCHG,13.7693441618312
2013,Delaware,RPOPCHG,22.844967094616464
2014,Delaware,RPOPCHG,20.8984375
2015,Delaware,RPOPCHG,20.585239230367492
2016,Delaware,RPOPCHG,18.6462687172828
2017,Delaware,RPOPCHG,18.30537163339473
2018,Delaware,RPOPCHG,20.31781014281465
2019,Delaware,RPOPCHG,19.56716082552097
2020,Delaware,RPOPCHG,18.901685210488647
2021,Delaware,RPOPCHG,28.687376289079094
2022,Delaware,RPOPCHG,23.162904037505623
2023,Delaware,RPOPCHG,21.43017492963097
2010,Fairfield,RPOPCHG,6.269763756940792
2011,Fairfield,RPOPCHG,5.503689510375474
2012,Fairfield,RPOPCHG,0.3665962892308946
2013,Fairfield,RPOPCHG,10.201887147503966
2014,Fairfield,RPOPCHG,10.22878425113062
2015,Fairfield,RPOPCHG,6.122152141430971
2016,Fairfield,RPOPCHG,9.588386598511674
2017,Fairfield,RPOPCHG,12.832447668179409
2018,Fairfield,RPOPCHG,7.404700542370273
2019,Fairfield,RPOPCHG,10.033381141558886
2020,Fairfield,RPOPCHG,12.781596507952436
2021,Fairfield,RPOPCHG,10.570129459273366
2022,Fairfield,RPOPCHG,12.076879648494073
2023,Fairfield,RPOPCHG,14.900822447992258
2010,Fayette,RPOPCHG,0.4825256772592541
2011,Fayette,RPOPCHG,-5.02303668548862
2012,Fayette,RPOPCHG,-3.3371571592449683
2013,Fayette,RPOPCHG,-2.2310534755629923
2014,Fayette,RPOPCHG,-1.3961605584642234
2015,Fayette,RPOPCHG,-1.0485477613505294
2016,Fayette,RPOPCHG,1.1859086152772933
2017,Fayette,RPOPCHG,-1.71095359474842
2018,Fayette,RPOPCHG,1.4309147384218055
2019,Fayette,RPOPCHG,-8.168273444347065
2020,Fayette,RPOPCHG,2.0017256255392577
2021,Fayette,RPOPCHG,-3.04140457593143
2022,Fayette,RPOPCHG,-1.3873473917869037
2023,Fayette,RPOPCHG,-1.42277128084117
2010,Franklin,RPOPCHG,9.10391167224889
2011,Franklin,RPOPCHG,12.527947154471546
2012,Franklin,RPOPCHG,15.294672009807805
2013,Franklin,RPOPCHG,16.439709306427716
2014,Franklin,RPOPCHG,15.63597720214283
2015,Franklin,RPOPCHG,15.248300839996627
2016,Franklin,RPOPCHG,13.29279296951626
2017,Franklin,RPOPCHG,15.92809009579239
2018,Franklin,RPOPCHG,8.988313815575156
2019,Franklin,RPOPCHG,6.695241943078292
2020,Franklin,RPOPCHG,0.6968977855563215
2021,Franklin,RPOPCHG,-5.2461540096527415
2022,Franklin,RPOPCHG,4.536478705938429
2023,Franklin,RPOPCHG,2.910872258708673
2010,Hocking,RPOPCHG,11.059094918244114
2011,Hocking,RPOPCHG,-0.8144980655670943
2012,Hocking,RPOPCHG,-5.5965055965055965
2013,Hocking,RPOPCHG,-23.418141206854436
2014,Hocking,RPOPCHG,2.8180774449431167
2015,Hocking,RPOPCHG,-7.228070175438597
2016,Hocking,RPOPCHG,-5.07167259535801
2017,Hocking,RPOPCHG,2.145168096778731
2018,Hocking,RPOPCHG,-4.619670628063617
2019,Hocking,RPOPCHG,-2.865836399660345
2020,Hocking,RPOPCHG,-6.169757489300999
2021,Hocking,RPOPCHG,1.6725383438311805
2022,Hocking,RPOPCHG,-8.591559421957006
2023,Hocking,RPOPCHG,-7.9520697167756
2010,Knox,RPOPCHG,8.46292355541005
2011,Knox,RPOPCHG,2.757697893379893
2012,Knox,RPOPCHG,-8.014613916134554
2013,Knox,RPOPCHG,2.086825068191528
2014,Knox,RPOPCHG,2.8852459016393444
2015,Knox,RPOPCHG,-0.2950771298831167
2016,Knox,RPOPCHG,-1.7403011049270225
2017,Knox,RPOPCHG,6.250918052586052
2018,Knox,RPOPCHG,9.919224555735056
2019,Knox,RPOPCHG,7.445203940823465
2020,Knox,RPOPCHG,2.2769612916580417
2021,Knox,RPOPCHG,-3.69345890027661
2022,Knox,RPOPCHG,10.53864168618267
2023,Knox,RPOPCHG,1.2476310802274162
2010,Licking,RPOPCHG,5.64470171860472
2011,Licking,RPOPCHG,2.787681558230241
2012,Licking,RPOPCHG,2.416626389560174
2013,Licking,RPOPCHG,5.265313633422572
2014,Licking,RPOPCHG,6.2865238179564376
2015,Licking,RPOPCHG,6.31846715627949
2016,Licking,RPOPCHG,8.942224392853198
2017,Licking,RPOPCHG,8.461152997690318
2018,Licking,RPOPCHG,11.334008857718626
2019,Licking,RPOPCHG,6.479628184686366
2020,Licking,RPOPCHG,4.043986039019152
2021,Licking,RPOPCHG,6.243716010909838
2022,Licking,RPOPCHG,10.486067174648586
2023,Licking,RPOPCHG,7.718298480903488
2010,Logan,RPOPCHG,-5.028091729882168
2011,Logan,RPOPCHG,-3.1343839729960767
2012,Logan,RPOPCHG,-4.756661528297732
2013,Logan,RPOPCHG,-0.2202982838763686
2014,Logan,RPOPCHG,0.9895982231214128
2015,Logan,RPOPCHG,-3.712707182320442
2016,Logan,RPOPCHG,-3.7670625775571702
2017,Logan,RPOPCHG,2.588610115491836
2018,Logan,RPOPCHG,2.426541957116385
2019,Logan,RPOPCHG,7.094062007356806
2020,Logan,RPOPCHG,-7.41608118657299
2021,Logan,RPOPCHG,0.1083235842107543
2022,Logan,RPOPCHG,-0.5861664712778429
2023,Logan,RPOPCHG,-0.6296545584818811
2010,Madison,RPOPCHG,3.59165630611963
2011,Madison,RPOPCHG,-7.329405761469593
2012,Madison,RPOPCHG,-3.744969877416204
2013,Madison,RPOPCHG,7.4440540040688
2014,Madison,RPOPCHG,16.16643929058663
2015,Madison,RPOPCHG,2.85461836471148
2016,Madison,RPOPCHG,-18.051040874196
2017,Madison,RPOPCHG,15.258509116505076
2018,Madison,RPOPCHG,8.020004956182838
2019,Madison,RPOPCHG,7.064451946077664
2020,Madison,RPOPCHG,-1.185887933590276
2021,Madison,RPOPCHG,12.177005492032052
2022,Madison,RPOPCHG,-18.4942979738877
2023,Madison,RPOPCHG,22.711986009595982
2010,Marion,RPOPCHG,-0.4213187276174426
2011,Marion,RPOPCHG,1.35137164221685
2012,Marion,RPOPCHG,-4.888573713354558
2013,Marion,RPOPCHG,-4.729852646898308
2014,Marion,RPOPCHG,-3.9367086683588943
2015,Marion,RPOPCHG,-5.379712980085892
2016,Marion,RPOPCHG,0.2902225548749751
2017,Marion,RPOPCHG,-5.393693527567767
2018,Marion,RPOPCHG,4.5241261252999525
2019,Marion,RPOPCHG,-6.298680349653572
2020,Marion,RPOPCHG,0.3211598458432739
2021,Marion,RPOPCHG,-2.403919767263819
2022,Marion,RPOPCHG,-9.549753130368837
2023,Marion,RPOPCHG,3.376971827728177
2010,Morrow,RPOPCHG,-1.3509629203794191
2011,Morrow,RPOPCHG,1.694915254237288
2012,Morrow,RPOPCHG,0.4019061836137107
2013,Morrow,RPOPCHG,0.2582792860012627
2014,Morrow,RPOPCHG,2.2039671408535364
2015,Morrow,RPOPCHG,0.4292705262856652
2016,Morrow,RPOPCHG,-0.7158811064658382
2017,Morrow,RPOPCHG,-0.8879722723496892
2018,Morrow,RPOPCHG,6.322444678609062
2019,Morrow,RPOPCHG,5.010190217391304
2020,Morrow,RPOPCHG,0.5145797598627788
2021,Morrow,RPOPCHG,6.078682005396961
2022,Morrow,RPOPCHG,4.527960153950645
2023,Morrow,RPOPCHG,8.90574518893103
2010,Perry,RPOPCHG,3.274412409468047
2011,Perry,RPOPCHG,4.250386398763524
2012,Perry,RPOPCHG,-6.864161849710983
2013,Perry,RPOPCHG,0.9166666666666666
2014,Perry,RPOPCHG,-1.8927796025162835
2015,Perry,RPOPCHG,2.641310089804543
2016,Perry,RPOPCHG,-0.4166898161008945
2017,Perry,RPOPCHG,-0.8895807850550428
2018,Perry,RPOPCHG,1.415133605260967
2019,Perry,RPOPCHG,1.8818840980793712
2020,Perry,RPOPCHG,1.636291824183265
2021,Perry,RPOPCHG,-1.1842995713963456
2022,Perry,RPOPCHG,2.029827182769022
2023,Perry,RPOPCHG,2.8972462096706137
2010,Pickaway,RPOPCHG,1.004664513814137
2011,Pickaway,RPOPCHG,3.235146922141989
2012,Pickaway,RPOPCHG,5.476821309813824
2013,Pickaway,RPOPCHG,2.6262088545825573
2014,Pickaway,RPOPCHG,6.066591422121896
2015,Pickaway,RPOPCHG,3.895488603063749
2016,Pickaway,RPOPCHG,9.383960378833956
2017,Pickaway,RPOPCHG,2.9095947350190507
2018,Pickaway,RPOPCHG,6.35363396869673
2019,Pickaway,RPOPCHG,5.303043262569068
2020,Pickaway,RPOPCHG,6.785324604473541
2021,Pickaway,RPOPCHG,0.9359312515953372
2022,Pickaway,RPOPCHG,20.96422084090189
2023,Pickaway,RPOPCHG,18.90776937432472
2010,Ross,RPOPCHG,0.8835053394453123
2011,Ross,RPOPCHG,-5.194570835642748
2012,Ross,RPOPCHG,-4.6029919447640975
2013,Ross,RPOPCHG,0.4011231448054552
2014,Ross,RPOPCHG,-3.2038394188987613
2015,Ross,RPOPCHG,-0.1427662915806824
2016,Ross,RPOPCHG,-2.550489277534874
2017,Ross,RPOPCHG,5.666601979429458
2018,Ross,RPOPCHG,-6.074085635502835
2019,Ross,RPOPCHG,-4.617431455925704
2020,Ross,RPOPCHG,-4.231073732300224
2021,Ross,RPOPCHG,-7.150326797385621
2022,Ross,RPOPCHG,0.1568463428661055
2023,Ross,RPOPCHG,0.6143710539731506
2010,Union,RPOPCHG,7.224001219884111
2011,Union,RPOPCHG,12.053865712402295
2012,Union,RPOPCHG,-6.780816728540041
2013,Union,RPOPCHG,11.883374504079647
2014,Union,RPOPCHG,7.234113774570881
2015,Union,RPOPCHG,11.08700448628374
2016,Union,RPOPCHG,21.698062287472336
2017,Union,RPOPCHG,20.986654459664077
2018,Union,RPOPCHG,17.09875047592676
2019,Union,RPOPCHG,20.02102122465586
2020,Union,RPOPCHG,19.513354997225964
2021,Union,RPOPCHG,32.10149602187202
2022,Union,RPOPCHG,26.018302530055625
2023,Union,RPOPCHG,41.745049327225466
